embedding_id,asset_ref_title,visual_caption,source_asset_id,embedding_model_version,modality,owner_account_id,capture_date
EMB-10131,Summer Sale Window Display - Artisan Illustration,A holiday gift display photo featuring curated product arrangements with holiday sale signage and branded ribbon elements. This graphic-design is a seasonal campaign visual for email header graphics and point-of-sale displays. Title: Summer Sale Window Display - Artisan Illustration.,BA-005808,clip-vit-base-patch32-v2,graphic-design,ACC-5534,2025-12-31
EMB-10132,Pasta Dish Plated - Branded Illustration,"A product-focused graphic-design featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Pasta Dish Plated - Branded Illustration.",BA-004519,clip-vit-base-patch32-v2,graphic-design,ACC-2712,2026-01-10
EMB-10133,Spring Collection Lookbook - Dynamic Photo,A graphic-design featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Spring Collection Lookbook - Dynamic Photo.,BA-006548,google-multimodal-embed-v1,graphic-design,ACC-2034,2026-02-01
EMB-10134,Logo Variations Sheet - Rustic Collateral,"This graphic-design captures a richly styled Italian food spread featuring handmade pasta dish plated with fresh herbs and parmesan, shot in a rustic editorial style for restaurant dining promotions. The food photography highlights warm tones and texture, making it ideal for menu board and social media use. Asset reference: Logo Variations Sheet - Rustic Collateral.",BA-001095,clip-vit-large-patch14-v1,graphic-design,ACC-2712,2025-12-23
EMB-10135,Quote Graphic Social Proof - Lifestyle Template,"This image presents a modern kitchen interior property photo with clean lines, natural light, and lifestyle staging. The image serves as a virtual tour still and brand identity collateral for real estate and hospitality marketing. Reference: Quote Graphic Social Proof - Lifestyle Template.",BA-005603,clip-vit-base-patch32-v2,image,ACC-2345,2026-01-08
EMB-10136,Modern Kitchen Interior - Branded Photo,"A technical illustration image showing a cross-section diagram of an HVAC system installation, with labeled components and airflow direction arrows. Created for engineering documentation purposes. Reference: Modern Kitchen Interior - Branded Photo.",BA-005603,openai-ada-002-multimodal,image,ACC-5534,2025-12-25
EMB-10137,Discount Badge Graphic - Lifestyle Collateral,"This image captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Discount Badge Graphic - Lifestyle Collateral.",BA-005603,clip-vit-large-patch14-v1,image,ACC-5467,2025-12-29
EMB-10138,Case Study Visual - Bold Photo,"This graphic-design presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Case Study Visual - Bold Photo.",BA-007770,google-multimodal-embed-v1,graphic-design,ACC-5534,2025-12-20
EMB-10139,Apparel Product Flatlay - Candid Banner,"A graphic-design depicting a restaurant dining scene with Italian food spread, ambient candlelight, and rustic table styling for use in food photography and seasonal campaign collateral. Title: Apparel Product Flatlay - Candid Banner.",BA-004502,google-multimodal-embed-v1,graphic-design,ACC-5467,2026-02-03
EMB-10140,Case Study Visual - Clean Logo Lockup,A holiday gift display photo featuring curated product arrangements with holiday sale signage and branded ribbon elements. This image is a seasonal campaign visual for email header graphics and point-of-sale displays. Title: Case Study Visual - Clean Logo Lockup.,BA-001280,google-multimodal-embed-v1,image,ACC-2934,2026-02-13
EMB-10141,Salad Bowl Overhead - Soft Template,"This graphic-design captures a bird's-eye aerial photograph of a suburban neighborhood taken during daylight hours, showing residential streets and green spaces. Intended for urban planning and real estate overview use. Reference: Salad Bowl Overhead - Soft Template.",BA-001280,google-multimodal-embed-v1,graphic-design,ACC-5534,2025-11-19
EMB-10142,Promotional Banner - Warm Photo,"A document-visual depicting a children's book illustration style artwork featuring cartoon animals in a forest setting, rendered in bright primary colors. Created for educational publishing and youth content. Title: Promotional Banner - Warm Photo.",BA-008997,clip-vit-base-patch32-v2,document-visual,ACC-2345,2025-11-22
EMB-10143,Restaurant Dining Scene - Editorial Poster,"A image featuring a watercolor texture background in soft pastel tones, created as a decorative design element for greeting card and invitation templates. No brand-specific content is present. Title: Restaurant Dining Scene - Editorial Poster.",BA-004287,clip-vit-base-patch32-v2,image,ACC-4234,2026-01-07
EMB-10144,Email Header Graphic - Minimal Illustration,"This logo-vector features culinary imagery of a plated salad bowl captured overhead with natural lighting and artisan styling, suitable for use in campaign visual content and point-of-sale signage across restaurant channels. Asset reference: Email Header Graphic - Minimal Illustration.",BA-008834,openai-ada-002-multimodal,logo-vector,ACC-1412,2026-02-12
EMB-10145,Italian Food Spread - Vibrant Template,"A graphic-design image featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Italian Food Spread - Vibrant Template.",BA-004151,clip-vit-base-patch32-v2,image,ACC-4234,2025-12-06
EMB-10146,Promotional Banner - Clean Logo Lockup,A holiday gift display photo featuring curated product arrangements with holiday sale signage and branded ribbon elements. This graphic-design is a seasonal campaign visual for email header graphics and point-of-sale displays. Title: Promotional Banner - Clean Logo Lockup.,BA-006179,openai-ada-002-multimodal,graphic-design,ACC-2712,2026-01-22
EMB-10147,Pasta Dish Plated - Product-Focused Logo Lockup,"This image depicts a customer testimonial quote graphic with a candid customer smiling portrait, overlaid with branded typography and social proof messaging. Designed for Instagram story and promotional banner use. Asset: Pasta Dish Plated - Product-Focused Logo Lockup.",BA-006772,clip-vit-large-patch14-v1,image,ACC-5534,2026-02-03
EMB-10148,Apparel Product Flatlay - Product-Focused Poster,"A crisp product photo of an espresso cup on a marble surface, captured in a product-focused style for e-commerce imagery and promotional graphic use. This image highlights the coffee shop aesthetic with clean composition and warm lighting. Reference: Apparel Product Flatlay - Product-Focused Poster.",BA-007360,clip-vit-large-patch14-v1,image,ACC-4234,2025-12-27
EMB-10149,Italian Food Spread - Candid Poster,"This video-frame presents a flat-lay photograph of office stationery items including notebooks, pens, and sticky notes arranged on a white surface. Generic business lifestyle imagery for unspecified corporate use. Asset: Italian Food Spread - Candid Poster.",BA-007360,clip-vit-base-patch32-v2,video-frame,ACC-4112,2025-11-12
EMB-10150,Property Photo Exterior - Lifestyle Graphic,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a image for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Property Photo Exterior - Lifestyle Graphic.,BA-004351,google-multimodal-embed-v1,image,ACC-4234,2025-11-25
EMB-10151,Summer Sale Window Display - Clean Collateral,This image shows a macro photograph of a circuit board with electronic components highlighted under studio lighting. Intended for technology product documentation and hardware marketing collateral. Asset: Summer Sale Window Display - Clean Collateral.,BA-003653,clip-vit-base-patch32-v2,image,ACC-3278,2025-12-20
EMB-10152,Discount Badge Graphic - Warm Collateral,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a image for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Discount Badge Graphic - Warm Collateral.,BA-006052,clip-vit-base-patch32-v2,image,ACC-3345,2026-03-08
EMB-10153,Discount Badge Graphic - Soft Video Still,"A document-visual depicting a restaurant dining scene with Italian food spread, ambient candlelight, and rustic table styling for use in food photography and seasonal campaign collateral. Title: Discount Badge Graphic - Soft Video Still.",BA-006842,clip-vit-large-patch14-v1,document-visual,ACC-3345,2026-03-07
EMB-10154,Quote Graphic Social Proof - Warm Logo Lockup,"A graphic-design depicting a restaurant dining scene with Italian food spread, ambient candlelight, and rustic table styling for use in food photography and seasonal campaign collateral. Title: Quote Graphic Social Proof - Warm Logo Lockup.",BA-006842,clip-vit-large-patch14-v1,graphic-design,ACC-5534,2026-02-24
EMB-10155,Coffee Shop Signage - Soft Badge,"A document-style image presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Coffee Shop Signage - Soft Badge.",BA-001043,clip-vit-large-patch14-v1,image,ACC-5534,2026-02-09
EMB-10156,Virtual Tour Still - Product-Focused Logo Lockup,"This image depicts a promotional graphic for a holiday sale event, featuring gift imagery, seasonal typography, and a discount badge overlay for email header and social media use. Asset: Virtual Tour Still - Product-Focused Logo Lockup.",BA-001043,clip-vit-large-patch14-v1,image,ACC-1967,2025-11-20
EMB-10157,Discount Badge Graphic - Saturated Graphic,"This image presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Discount Badge Graphic - Saturated Graphic.",BA-001043,google-multimodal-embed-v1,image,ACC-1578,2026-02-02
EMB-10158,Quote Graphic Social Proof - Saturated Banner,This graphic-design shows a macro photograph of a circuit board with electronic components highlighted under studio lighting. Intended for technology product documentation and hardware marketing collateral. Asset: Quote Graphic Social Proof - Saturated Banner.,BA-004467,clip-vit-base-patch32-v2,graphic-design,ACC-4234,2026-02-22
