asset_id,asset_title,asset_description,asset_type,content_category,business_vertical,campaign_theme,color_palette_tags,file_format,owner_account_id,is_active,upload_date,reuse_count,aspect_ratio
BA-100060,Gym Social Media Graphic - Spring Refresh,An archived Social Media Graphic resource associated with Fitness & Wellness operations and the Spring Collection initiative. Color tagging reflects the bold-red-gold palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Social Media Graphic,Seasonal Promotion,Fitness & Wellness,Spring Collection,"['bold-red-gold', 'blush-rose-gold']",PNG,ACC-1046,True,2026-02-28,1,1:1
BA-100061,Home Listings Infographic - New Location,This Infographic represents a draft-stage design asset for Real Estate stakeholders. The vibrant-tropical palette was specified in the creative brief but has not been finalized. It is catalogued under New Location Launch pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Infographic,Loyalty & Rewards,Real Estate,New Location Launch,"['vibrant-tropical', 'monochrome-black-white']",PNG,ACC-1003,True,2025-12-02,29,1:1
BA-100062,Home Listings Infographic - Sunday Brunch,A standard Infographic asset catalogued under the Real Estate vertical for organizational reference. Color properties follow the charcoal-white-minimal specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Weekend Brunch Series campaign grouping. No additional design customization was applied beyond baseline template defaults.,Infographic,Lifestyle & Editorial,Real Estate,Weekend Brunch Series,['charcoal-white-minimal'],SVG,ACC-1045,True,2026-02-23,1,3:2
BA-100063,Resort Event Poster - Now Open,"A versatile Event Poster crafted for Hospitality businesses, this asset anchors the New Location Launch campaign with a bold olive-terracotta aesthetic. It encompasses logo variations, loyalty card graphics, and promotional banner formats for both digital and physical signage. Coffee shop signage, modern kitchen imagery, and spring collection themes are woven into the visual identity. The asset supports email marketing, menu board display, and brand refresh initiatives simultaneously.",Event Poster,Email Marketing,Hospitality,New Location Launch,"['olive-terracotta', 'charcoal-white-minimal', 'deep-burgundy-cream']",JPEG,ACC-1049,True,2026-02-15,31,16:9
BA-100064,Law Firm Promotional Banner - Creator Partnership,A standard Promotional Banner asset catalogued under the Professional Services vertical for organizational reference. Color properties follow the bold-red-gold specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Influencer Collab campaign grouping. No additional design customization was applied beyond baseline template defaults.,Promotional Banner,Educational Content,Professional Services,Influencer Collab,"['bold-red-gold', 'lavender-lilac', 'muted-sage-taupe']",SVG,ACC-1012,True,2026-02-18,1,1:1
BA-100065,Small Business Menu Board - Earth Friendly,"A polished Menu Board asset tailored for General Small Business use cases, aligned with the Sustainability Initiative campaign narrative. The electric-neon color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Menu Board,Loyalty & Rewards,General Small Business,Sustainability Initiative,['electric-neon'],PSD,ACC-1001,True,2026-02-06,0,1:1
BA-100066,Restaurant Instagram Story Template - Modern Rebrand,An archived Instagram Story Template resource associated with Food & Beverage operations and the Brand Refresh initiative. Color tagging reflects the fresh-green-white palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Instagram Story Template,Educational Content,Food & Beverage,Brand Refresh,"['fresh-green-white', 'sky-blue-white']",MP4,ACC-1038,True,2026-01-21,40,1.91:1
BA-100067,Clothing Boutique Signage - Just Launched,"A polished Signage asset tailored for Fashion & Apparel use cases, aligned with the Product Launch campaign narrative. The vibrant-tropical color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Signage,Educational Content,Fashion & Apparel,Product Launch,"['vibrant-tropical', 'deep-burgundy-cream', 'monochrome-black-white']",JPEG,ACC-1009,True,2025-11-30,11,3:2
BA-100068,Fashion Brand Instagram Story Template - Just Launched,Generic Instagram Story Template template stored in the asset library for Fashion & Apparel account holders. The warm-earth-tones palette designation was auto-assigned during the upload workflow. This asset is classified under Product Launch for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Instagram Story Template,Brand Identity,Fashion & Apparel,Product Launch,['warm-earth-tones'],PNG,ACC-1015,True,2026-01-20,24,9:16
BA-100069,Bookstore Product Photo - Happy Clients,This Product Photo is a general-purpose design template available for Retail & E-commerce use cases. The monochrome-black-white color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Customer Testimonial Campaign campaign classification for archival purposes.,Product Photo,Product Showcase,Retail & E-commerce,Customer Testimonial Campaign,"['monochrome-black-white', 'olive-terracotta', 'vibrant-tropical']",PNG,ACC-1029,False,2025-12-20,14,1:1
BA-100070,Cafe Promotional Banner - Introducing,"A campaign-ready Promotional Banner developed for Food & Beverage businesses participating in Product Launch initiatives. The bright-citrus-yellow palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Promotional Banner,Customer Testimonial,Food & Beverage,Product Launch,['bright-citrus-yellow'],GIF,ACC-1033,True,2025-12-18,12,1.91:1
BA-100071,Hotel Promotional Banner - Opening Day,"A campaign-ready Promotional Banner developed for Hospitality businesses participating in New Location Launch initiatives. The sunset-orange-coral palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Promotional Banner,Lifestyle & Editorial,Hospitality,New Location Launch,"['sunset-orange-coral', 'lavender-lilac']",SVG,ACC-1006,True,2025-11-29,15,1:1
BA-100072,Vacation Rental Event Poster - Happy Clients,"This Event Poster asset serves as a foundational piece of brand identity for Hospitality operations running a Customer Testimonial Campaign initiative. Featuring a rich-chocolate-caramel color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",Event Poster,Event & Campaign,Hospitality,Customer Testimonial Campaign,['rich-chocolate-caramel'],SVG,ACC-1005,True,2026-01-02,2,3:2
