@timestamp,incident_id,cell_id,enodeb_id,severity,incident_type,affected_subscribers,incident.mttd_minutes,incident.mttr_minutes,root_cause,detection_method,noc_team,vendor,region,resolved,resolution_action,incident_description
2025-09-28 07:03:01.404250,INC-00000080,CELL-000100,ENB-00022,Medium,Software Bug,917,42.52244593738479,199.43027122623548,Software Bug,Subscriber Complaint,NOC-MW,Ericsson,West,False,"Incident investigation in progress, resolution pending","Ericsson equipment Software Bug on CELL-000100, 917 users affected, resolved via software patch"
2025-09-28 07:48:01.404250,INC-00000081,CELL-000030,ENB-00093,Medium,Capacity Congestion,598,37.554525556601874,139.14993462568512,Unknown,Subscriber Complaint,NOC-C,Nokia,Central,True,"Remote capacity upgrade performed by NOC-C, cell service restored after 139 minutes","Capacity Congestion on cell CELL-000030 affecting 598 subscribers, Medium severity, detected via Subscriber Complaint"
2025-09-28 08:33:01.404250,INC-00000082,CELL-000101,ENB-00113,Medium,Cell Outage,139,44.9438280287306,86.44774202477308,Capacity Limit,NOC Monitoring,NOC-SE,Samsung,Southwest,False,"Incident investigation in progress, resolution pending","Medium incident: Cell Outage in Southwest, root cause Capacity Limit, MTTD 44.9min MTTR 86.4min"
2025-09-28 09:18:01.404250,INC-00000083,CELL-000091,ENB-00054,Medium,Equipment Alarm,1348,7.106240602857365,51.02360603307382,Configuration Error,NOC Monitoring,NOC-GL,Samsung,Mountain,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000091 experiencing Equipment Alarm, 1348 subscribers impacted, NOC Monitoring detection method"
2025-09-28 10:03:01.404250,INC-00000084,CELL-000131,ENB-00073,Medium,Degraded Performance,143,20.979365241397637,166.20733866997622,Environmental,ML Anomaly Detection,NOC-NC,Nokia,Gulf,True,"NOC-NC performed traffic rerouting, root cause Environmental mitigated, service normalized","Degraded Performance incident (Medium) affecting Gulf region, Environmental identified, resolved"
2025-09-28 10:48:01.404250,INC-00000085,CELL-000090,ENB-00093,Medium,Software Bug,581,19.082143258121025,100.2734663223317,Vendor Issue,Threshold Alert,NOC-GU,Samsung,Northeast,True,"Vendor support engaged, software patch implemented, Vendor Issue resolved permanently","Samsung equipment Software Bug on CELL-000090, 581 users affected, resolved via software patch"
2025-09-28 11:33:01.404250,INC-00000086,CELL-000040,ENB-00083,Medium,Configuration Error,1426,32.82956755164592,111.56514568858272,Hardware Failure,Threshold Alert,NOC-NC,Samsung,Gulf,True,"Remote configuration rollback performed by NOC-NC, cell service restored after 112 minutes","Configuration Error on cell CELL-000040 affecting 1426 subscribers, Medium severity, detected via Threshold Alert"
2025-09-28 12:18:01.404250,INC-00000087,CELL-000091,ENB-00022,High,Equipment Alarm,494,29.8663503900395,213.64884750997513,Software Bug,Threshold Alert,NOC-SC,Ericsson,Great Lakes,True,"On-site technician dispatched, hardware replacement completed, Software Bug addressed","High incident: Equipment Alarm in Great Lakes, root cause Software Bug, MTTD 29.9min MTTR 213.6min"
2025-09-28 13:03:01.404250,INC-00000088,CELL-000023,ENB-00107,High,Cell Outage,1459,17.049990091970297,158.30831492005518,Environmental,Threshold Alert,NOC-MT,Samsung,North Central,True,"Automated recovery procedure executed, capacity upgrade applied, monitoring for recurrence","Cell site CELL-000023 experiencing Cell Outage, 1459 subscribers impacted, Threshold Alert detection method"
2025-09-28 13:48:01.404250,INC-00000089,CELL-000087,ENB-00099,Low,Cell Outage,1332,30.254669859584094,139.6069320675786,Power Failure,ML Anomaly Detection,NOC-GL,Nokia,Northwest,True,"NOC-GL performed alarm clearance, root cause Power Failure mitigated, service normalized","Cell Outage incident (Low) affecting Northwest region, Power Failure identified, resolved"
2025-09-28 14:33:01.404250,INC-00000090,CELL-000056,ENB-00076,Medium,Equipment Alarm,424,5.800822640705189,59.83289193698907,Unknown,NOC Monitoring,NOC-GU,Samsung,Mountain,True,"Vendor support engaged, software patch implemented, Unknown resolved permanently","Samsung equipment Equipment Alarm on CELL-000056, 424 users affected, resolved via alarm clearance"
2025-09-28 15:18:01.404250,INC-00000091,CELL-000064,ENB-00034,Medium,Cell Outage,35,22.881131350193904,115.50137927173942,Transport Issue,ML Anomaly Detection,NOC-SE,Ericsson,Northwest,True,"Remote software patch performed by NOC-SE, cell service restored after 116 minutes","Cell Outage on cell CELL-000064 affecting 35 subscribers, Medium severity, detected via ML Anomaly Detection"
2025-09-28 16:03:01.404250,INC-00000092,CELL-000066,ENB-00003,High,Configuration Error,155,8.192578808859597,132.92841543520697,Power Failure,Subscriber Complaint,NOC-MW,Samsung,Gulf,True,"On-site technician dispatched, configuration rollback completed, Power Failure addressed","High incident: Configuration Error in Gulf, root cause Power Failure, MTTD 8.2min MTTR 132.9min"
2025-09-28 16:48:01.404250,INC-00000093,CELL-000018,ENB-00051,Low,Handover Failure,728,8.1889923310023,56.8689559292979,Capacity Limit,ML Anomaly Detection,NOC-NE,Nokia,Midwest,False,"Incident investigation in progress, resolution pending","Cell site CELL-000018 experiencing Handover Failure, 728 subscribers impacted, ML Anomaly Detection detection method"
2025-09-28 17:33:01.404250,INC-00000094,CELL-000060,ENB-00030,Medium,Software Bug,703,18.344617909660364,41.893476524554536,Transport Issue,NOC Monitoring,NOC-SE,Nokia,Mid-Atlantic,True,"NOC-SE performed alarm clearance, root cause Transport Issue mitigated, service normalized","Software Bug incident (Medium) affecting Mid-Atlantic region, Transport Issue identified, resolved"
2025-09-28 18:18:01.404250,INC-00000095,CELL-000019,ENB-00123,High,Cell Outage,146,2.9460212870597573,229.36897090030692,Hardware Failure,NOC Monitoring,NOC-NE,Ericsson,Great Lakes,True,"Vendor support engaged, configuration rollback implemented, Hardware Failure resolved permanently","Ericsson equipment Cell Outage on CELL-000019, 146 users affected, resolved via hardware replacement"
2025-09-28 19:03:01.404250,INC-00000096,CELL-000141,ENB-00053,Medium,Software Bug,140,19.203385162470045,146.26464331676158,Vendor Issue,Vendor Alarm,NOC-PA,Samsung,Northeast,True,"Remote software patch performed by NOC-PA, cell service restored after 146 minutes","Software Bug on cell CELL-000141 affecting 140 subscribers, Medium severity, detected via Vendor Alarm"
2025-09-28 19:48:01.404250,INC-00000097,CELL-000079,ENB-00070,High,Degraded Performance,384,8.807530033606954,139.88850076874894,Unknown,Threshold Alert,NOC-AT,Samsung,West,True,"On-site technician dispatched, capacity upgrade completed, Unknown addressed","High incident: Degraded Performance in West, root cause Unknown, MTTD 8.8min MTTR 139.9min"
2025-09-28 20:33:01.404250,INC-00000098,CELL-000049,ENB-00101,Critical,Handover Failure,1442,15.041810008378093,103.25552202213272,Configuration Error,Threshold Alert,NOC-NW,Nokia,Southeast,True,"Automated recovery procedure executed, alarm clearance applied, monitoring for recurrence","Cell site CELL-000049 experiencing Handover Failure, 1442 subscribers impacted, Threshold Alert detection method"
2025-09-28 21:18:01.404250,INC-00000099,CELL-000049,ENB-00015,Low,Cell Outage,399,1.980341067324555,130.8602301867995,Unknown,Threshold Alert,NOC-SE,Nokia,Mid-Atlantic,True,"NOC-SE performed capacity upgrade, root cause Unknown mitigated, service normalized","Cell Outage incident (Low) affecting Mid-Atlantic region, Unknown identified, resolved"
2025-09-28 22:03:01.404250,INC-00000100,CELL-000134,ENB-00142,Medium,Degraded Performance,327,8.778673296839354,135.84088240336072,Power Failure,Automated Health Check,NOC-MT,Ericsson,West,True,"Vendor support engaged, alarm clearance implemented, Power Failure resolved permanently","Ericsson equipment Degraded Performance on CELL-000134, 327 users affected, resolved via software patch"
2025-09-28 22:48:01.404250,INC-00000101,CELL-000039,ENB-00123,Low,Degraded Performance,1287,24.249769831868008,203.38769558099236,Vendor Issue,Threshold Alert,NOC-SC,Ericsson,Atlantic,True,"Remote traffic rerouting performed by NOC-SC, cell service restored after 203 minutes","Degraded Performance on cell CELL-000039 affecting 1287 subscribers, Low severity, detected via Threshold Alert"
2025-09-28 23:33:01.404250,INC-00000102,CELL-000112,ENB-00019,High,Transport Issue,608,22.529192305143294,77.56655499114929,Vendor Issue,ML Anomaly Detection,NOC-MW,Samsung,Central,True,"On-site technician dispatched, traffic rerouting completed, Vendor Issue addressed","High incident: Transport Issue in Central, root cause Vendor Issue, MTTD 22.5min MTTR 77.6min"
2025-09-29 00:18:01.404250,INC-00000103,CELL-000126,ENB-00030,Medium,Configuration Error,1422,17.1394394429387,85.15082088868594,Unknown,Threshold Alert,NOC-W,Ericsson,Mountain,True,"Automated recovery procedure executed, parameter optimization applied, monitoring for recurrence","Cell site CELL-000126 experiencing Configuration Error, 1422 subscribers impacted, Threshold Alert detection method"
2025-09-29 01:03:01.404250,INC-00000104,CELL-000010,ENB-00082,Low,Software Bug,162,38.32574642843446,190.47181521640277,Power Failure,Automated Health Check,NOC-MW,Nokia,Central,True,"NOC-MW performed parameter optimization, root cause Power Failure mitigated, service normalized","Software Bug incident (Low) affecting Central region, Power Failure identified, resolved"
2025-09-29 01:48:01.404250,INC-00000105,CELL-000149,ENB-00080,Low,Degraded Performance,1254,1.464558438496653,79.44349955367086,Vendor Issue,ML Anomaly Detection,NOC-GU,Samsung,Mountain,True,"Vendor support engaged, parameter optimization implemented, Vendor Issue resolved permanently","Samsung equipment Degraded Performance on CELL-000149, 1254 users affected, resolved via hardware replacement"
2025-09-29 02:33:01.404250,INC-00000106,CELL-000014,ENB-00116,High,Handover Failure,1096,30.428439139060725,180.61118466177706,Environmental,Subscriber Complaint,NOC-MT,Samsung,South Central,True,"Remote software patch performed by NOC-MT, cell service restored after 181 minutes","Handover Failure on cell CELL-000014 affecting 1096 subscribers, High severity, detected via Subscriber Complaint"
2025-09-29 03:18:01.404250,INC-00000107,CELL-000137,ENB-00082,Low,Transport Issue,550,39.11655208072232,235.03587353887602,Software Bug,Vendor Alarm,NOC-NC,Samsung,Mountain,True,"On-site technician dispatched, hardware replacement completed, Software Bug addressed","Low incident: Transport Issue in Mountain, root cause Software Bug, MTTD 39.1min MTTR 235.0min"
2025-09-29 04:03:01.404250,INC-00000108,CELL-000063,ENB-00071,Medium,Equipment Alarm,810,43.993767952704474,201.67677373410675,Hardware Failure,Automated Health Check,NOC-GU,Nokia,Northeast,False,"Incident investigation in progress, resolution pending","Cell site CELL-000063 experiencing Equipment Alarm, 810 subscribers impacted, Automated Health Check detection method"
2025-09-29 04:48:01.404250,INC-00000109,CELL-000077,ENB-00005,Low,Configuration Error,1166,38.686883538627136,14.911561762755472,Hardware Failure,Threshold Alert,NOC-NE,Samsung,Atlantic,True,"NOC-NE performed equipment reset, root cause Hardware Failure mitigated, service normalized","Configuration Error incident (Low) affecting Atlantic region, Hardware Failure identified, resolved"
2025-09-29 05:33:01.404250,INC-00000110,CELL-000142,ENB-00100,Medium,Handover Failure,357,23.51849296158036,35.34632434561058,Vendor Issue,Subscriber Complaint,NOC-NC,Samsung,West,True,"Vendor support engaged, traffic rerouting implemented, Vendor Issue resolved permanently","Samsung equipment Handover Failure on CELL-000142, 357 users affected, resolved via alarm clearance"
2025-09-29 06:18:01.404250,INC-00000111,CELL-000102,ENB-00065,Medium,Handover Failure,1351,11.71708202984105,171.02927024281047,Unknown,ML Anomaly Detection,NOC-NW,Nokia,West,True,"Remote traffic rerouting performed by NOC-NW, cell service restored after 171 minutes","Handover Failure on cell CELL-000102 affecting 1351 subscribers, Medium severity, detected via ML Anomaly Detection"
2025-09-29 07:03:01.404250,INC-00000112,CELL-000080,ENB-00007,High,Capacity Congestion,1118,2.751671401865674,191.13125474950832,Vendor Issue,ML Anomaly Detection,NOC-MT,Samsung,Midwest,True,"On-site technician dispatched, hardware replacement completed, Vendor Issue addressed","High incident: Capacity Congestion in Midwest, root cause Vendor Issue, MTTD 2.8min MTTR 191.1min"
2025-09-29 07:48:01.404250,INC-00000113,CELL-000089,ENB-00115,High,Equipment Alarm,536,34.227170906775235,222.92332228237606,Environmental,ML Anomaly Detection,NOC-NC,Ericsson,Northeast,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000089 experiencing Equipment Alarm, 536 subscribers impacted, ML Anomaly Detection detection method"
2025-09-29 08:33:01.404250,INC-00000114,CELL-000090,ENB-00067,Low,Capacity Congestion,171,39.71319882679874,21.49442819352994,Unknown,NOC Monitoring,NOC-W,Samsung,Northeast,True,"NOC-W performed parameter optimization, root cause Unknown mitigated, service normalized","Capacity Congestion incident (Low) affecting Northeast region, Unknown identified, resolved"
2025-09-29 09:18:01.404250,INC-00000115,CELL-000008,ENB-00126,High,Degraded Performance,325,28.890522207593325,93.08338254983292,Environmental,NOC Monitoring,NOC-NE,Nokia,Atlantic,True,"Vendor support engaged, alarm clearance implemented, Environmental resolved permanently","Nokia equipment Degraded Performance on CELL-000008, 325 users affected, resolved via parameter optimization"
2025-09-29 10:03:01.404250,INC-00000116,CELL-000067,ENB-00108,Low,Cell Outage,1206,22.71347475973845,103.9493284687314,Transport Issue,Threshold Alert,NOC-NE,Ericsson,South Central,True,"Remote hardware replacement performed by NOC-NE, cell service restored after 104 minutes","Cell Outage on cell CELL-000067 affecting 1206 subscribers, Low severity, detected via Threshold Alert"
2025-09-29 10:48:01.404250,INC-00000117,CELL-000058,ENB-00077,Critical,Handover Failure,1409,42.41368392153461,222.1753472572239,Unknown,ML Anomaly Detection,NOC-SE,Ericsson,West,True,"On-site technician dispatched, parameter optimization completed, Unknown addressed","Critical incident: Handover Failure in West, root cause Unknown, MTTD 42.4min MTTR 222.2min"
2025-09-29 11:33:01.404250,INC-00000118,CELL-000128,ENB-00094,Medium,Handover Failure,744,2.5111904866245545,97.4800172677856,Software Bug,ML Anomaly Detection,NOC-SC,Ericsson,Mid-Atlantic,True,"Automated recovery procedure executed, alarm clearance applied, monitoring for recurrence","Cell site CELL-000128 experiencing Handover Failure, 744 subscribers impacted, ML Anomaly Detection detection method"
