experiment_id,experiment_name,retrieval_strategy,embedding_model,query_template,test_query,precision_at_5,recall_at_10,mrr_score,latency_ms,experiment_date,engineer_notes,deployed_to_production
EXP000144,Experiment 144 - semantic,composed,bge-large-en,Template 1,Find marketing assets for Q4 campaign with high engagement metrics,0.831,0.434,0.573,479,2025-09-16 14:05:07.853910,Testing relevance improvements,False
EXP000145,Experiment 145 - filtered,multi_step,gte-large,Template 14,Search for campaign assets tagged with sustainability,0.717,0.657,0.702,2999,2025-09-16 15:05:07.853910,Testing performance improvements,False
EXP000146,Experiment 146 - filtered,semantic,all-MiniLM-L6-v2,Template 15,Find marketing assets for Q4 campaign with high engagement metrics,0.311,0.821,0.735,1968,2025-09-16 16:05:07.853910,Testing performance improvements,False
EXP000147,Experiment 147 - hybrid,keyword,bge-large-en,Template 3,Find marketing assets for Q4 campaign with high engagement metrics,0.37,0.448,0.604,1973,2025-09-16 17:05:07.853910,Testing latency improvements,True
EXP000148,Experiment 148 - semantic,filtered,e5-large-v2,Template 19,Search for campaign assets tagged with sustainability,0.948,0.436,0.785,1964,2025-09-16 18:05:07.853910,Testing accuracy improvements,False
EXP000149,Experiment 149 - keyword,semantic,instructor-xl,Template 34,Search for campaign assets tagged with sustainability,0.372,0.501,0.618,2609,2025-09-16 19:05:07.853910,Testing performance improvements,False
EXP000150,Experiment 150 - keyword,semantic,gte-large,Template 2,Search for brand-compliant social media templates,0.808,0.45,0.667,479,2025-09-16 20:05:07.853910,Testing accuracy improvements,True
EXP000151,Experiment 151 - keyword,semantic,e5-large-v2,Template 11,Find marketing assets for Q4 campaign with high engagement metrics,0.45,0.591,0.525,2847,2025-09-16 21:05:07.853910,Testing accuracy improvements,False
EXP000152,Experiment 152 - multi_step,hybrid,gte-large,Template 29,Find marketing assets for Q4 campaign with high engagement metrics,0.59,0.877,0.517,602,2025-09-16 22:05:07.853910,Testing performance improvements,False
EXP000153,Experiment 153 - hybrid,composed,instructor-xl,Template 11,Search for campaign assets tagged with sustainability,0.758,0.533,0.72,1883,2025-09-16 23:05:07.853910,Testing relevance improvements,True
EXP000154,Experiment 154 - hybrid,filtered,instructor-xl,Template 9,Locate product demonstration videos from last quarter,0.654,0.741,0.656,2298,2025-09-17 00:05:07.853910,Testing relevance improvements,True
EXP000155,Experiment 155 - filtered,keyword,instructor-xl,Template 2,Locate product demonstration videos from last quarter,0.61,0.709,0.629,789,2025-09-17 01:05:07.853910,Testing accuracy improvements,False
EXP000156,Experiment 156 - semantic,keyword,text-embedding-ada-002,Template 8,Search for campaign assets tagged with sustainability,0.691,0.451,0.974,814,2025-09-17 02:05:07.853910,Testing latency improvements,True
EXP000157,Experiment 157 - multi_step,semantic,bge-large-en,Template 22,Find marketing assets for Q4 campaign with high engagement metrics,0.554,0.534,0.639,1767,2025-09-17 03:05:07.853910,Testing performance improvements,False
EXP000158,Experiment 158 - keyword,multi_step,all-MiniLM-L6-v2,Template 9,Locate product demonstration videos from last quarter,0.606,0.535,0.942,2909,2025-09-17 04:05:07.853910,Testing relevance improvements,True
EXP000159,Experiment 159 - filtered,filtered,e5-large-v2,Template 26,Search for campaign assets tagged with sustainability,0.816,0.491,0.606,914,2025-09-17 05:05:07.853910,Testing latency improvements,True
EXP000160,Experiment 160 - semantic,keyword,all-MiniLM-L6-v2,Template 40,Find marketing assets for Q4 campaign with high engagement metrics,0.578,0.893,0.846,1848,2025-09-17 06:05:07.853910,Testing latency improvements,False
EXP000161,Experiment 161 - keyword,filtered,e5-large-v2,Template 40,Search for campaign assets tagged with sustainability,0.517,0.885,0.907,405,2025-09-17 07:05:07.853910,Testing latency improvements,False
EXP000162,Experiment 162 - semantic,filtered,instructor-xl,Template 4,Search for campaign assets tagged with sustainability,0.365,0.709,0.637,1567,2025-09-17 08:05:07.853910,Testing accuracy improvements,False
EXP000163,Experiment 163 - hybrid,multi_step,text-embedding-ada-002,Template 22,Search for brand-compliant social media templates,0.67,0.46,0.846,1676,2025-09-17 09:05:07.853910,Testing accuracy improvements,False
EXP000164,Experiment 164 - hybrid,hybrid,instructor-xl,Template 24,Find approved logos suitable for digital and print use,0.695,0.729,0.853,821,2025-09-17 10:05:07.853910,Testing relevance improvements,False
EXP000165,Experiment 165 - hybrid,multi_step,text-embedding-ada-002,Template 10,Locate product demonstration videos from last quarter,0.517,0.879,0.595,524,2025-09-17 11:05:07.853910,Testing latency improvements,True
EXP000166,Experiment 166 - composed,semantic,instructor-xl,Template 39,Locate product demonstration videos from last quarter,0.717,0.868,0.6,380,2025-09-17 12:05:07.853910,Testing performance improvements,False
EXP000167,Experiment 167 - hybrid,composed,gte-large,Template 4,Search for brand-compliant social media templates,0.407,0.825,0.66,276,2025-09-17 13:05:07.853910,Testing latency improvements,False
EXP000168,Experiment 168 - composed,keyword,gte-large,Template 15,Search for brand-compliant social media templates,0.5,0.559,0.63,1052,2025-09-17 14:05:07.853910,Testing accuracy improvements,True
EXP000169,Experiment 169 - filtered,multi_step,all-MiniLM-L6-v2,Template 16,Search for brand-compliant social media templates,0.5,0.506,0.93,664,2025-09-17 15:05:07.853910,Testing performance improvements,True
EXP000170,Experiment 170 - hybrid,semantic,instructor-xl,Template 10,Find marketing assets for Q4 campaign with high engagement metrics,0.882,0.654,0.683,1997,2025-09-17 16:05:07.853910,Testing relevance improvements,False
EXP000171,Experiment 171 - semantic,hybrid,e5-large-v2,Template 36,Search for campaign assets tagged with sustainability,0.926,0.869,0.765,1763,2025-09-17 17:05:07.853910,Testing latency improvements,False
EXP000172,Experiment 172 - multi_step,hybrid,bge-large-en,Template 8,Locate product demonstration videos from last quarter,0.411,0.713,0.601,1313,2025-09-17 18:05:07.853910,Testing relevance improvements,False
EXP000173,Experiment 173 - semantic,multi_step,text-embedding-ada-002,Template 6,Search for campaign assets tagged with sustainability,0.536,0.727,0.972,644,2025-09-17 19:05:07.853910,Testing performance improvements,False
EXP000174,Experiment 174 - keyword,multi_step,text-embedding-ada-002,Template 36,Search for brand-compliant social media templates,0.806,0.516,0.863,839,2025-09-17 20:05:07.853910,Testing relevance improvements,False
EXP000175,Experiment 175 - hybrid,multi_step,instructor-xl,Template 27,Search for campaign assets tagged with sustainability,0.316,0.616,0.96,2872,2025-09-17 21:05:07.853910,Testing relevance improvements,True
EXP000176,Experiment 176 - hybrid,hybrid,e5-large-v2,Template 20,Find approved logos suitable for digital and print use,0.818,0.698,0.688,1315,2025-09-17 22:05:07.853910,Testing accuracy improvements,False
EXP000177,Experiment 177 - filtered,keyword,gte-large,Template 6,Search for campaign assets tagged with sustainability,0.56,0.872,0.744,1843,2025-09-17 23:05:07.853910,Testing accuracy improvements,False
EXP000178,Experiment 178 - composed,multi_step,all-MiniLM-L6-v2,Template 21,Search for brand-compliant social media templates,0.603,0.439,0.713,2061,2025-09-18 00:05:07.853910,Testing performance improvements,False
EXP000179,Experiment 179 - semantic,filtered,instructor-xl,Template 36,Find marketing assets for Q4 campaign with high engagement metrics,0.898,0.888,0.912,1889,2025-09-18 01:05:07.853910,Testing performance improvements,False
EXP000180,Experiment 180 - filtered,composed,text-embedding-ada-002,Template 27,Find marketing assets for Q4 campaign with high engagement metrics,0.302,0.755,0.736,1862,2025-09-18 02:05:07.853910,Testing performance improvements,True
EXP000181,Experiment 181 - multi_step,filtered,gte-large,Template 38,Locate product demonstration videos from last quarter,0.341,0.835,0.592,2639,2025-09-18 03:05:07.853910,Testing performance improvements,False
EXP000182,Experiment 182 - multi_step,hybrid,e5-large-v2,Template 10,Search for brand-compliant social media templates,0.514,0.562,0.58,2992,2025-09-18 04:05:07.853910,Testing latency improvements,False
EXP000183,Experiment 183 - multi_step,hybrid,bge-large-en,Template 38,Locate product demonstration videos from last quarter,0.396,0.607,0.601,2816,2025-09-18 05:05:07.853910,Testing relevance improvements,False
EXP000184,Experiment 184 - composed,filtered,bge-large-en,Template 7,Find approved logos suitable for digital and print use,0.421,0.768,0.894,2433,2025-09-18 06:05:07.853910,Testing relevance improvements,False
EXP000185,Experiment 185 - keyword,multi_step,gte-large,Template 35,Search for brand-compliant social media templates,0.695,0.418,0.862,290,2025-09-18 07:05:07.853910,Testing performance improvements,False
EXP000186,Experiment 186 - filtered,keyword,e5-large-v2,Template 14,Find approved logos suitable for digital and print use,0.55,0.653,0.819,1642,2025-09-18 08:05:07.853910,Testing relevance improvements,False
EXP000187,Experiment 187 - composed,composed,text-embedding-ada-002,Template 11,Search for brand-compliant social media templates,0.657,0.754,0.703,1944,2025-09-18 09:05:07.853910,Testing relevance improvements,True
EXP000188,Experiment 188 - keyword,hybrid,bge-large-en,Template 28,Search for campaign assets tagged with sustainability,0.463,0.623,0.752,2512,2025-09-18 10:05:07.853910,Testing performance improvements,True
EXP000189,Experiment 189 - multi_step,filtered,bge-large-en,Template 3,Find marketing assets for Q4 campaign with high engagement metrics,0.576,0.531,0.804,160,2025-09-18 11:05:07.853910,Testing latency improvements,False
EXP000190,Experiment 190 - composed,filtered,bge-large-en,Template 32,Find marketing assets for Q4 campaign with high engagement metrics,0.308,0.546,0.632,1692,2025-09-18 12:05:07.853910,Testing accuracy improvements,False
EXP000191,Experiment 191 - multi_step,multi_step,text-embedding-ada-002,Template 39,Find marketing assets for Q4 campaign with high engagement metrics,0.692,0.403,0.948,270,2025-09-18 13:05:07.853910,Testing performance improvements,False
EXP000192,Experiment 192 - hybrid,keyword,bge-large-en,Template 25,Find approved logos suitable for digital and print use,0.61,0.61,0.785,528,2025-09-18 14:05:07.853910,Testing latency improvements,False
EXP000193,Experiment 193 - filtered,composed,instructor-xl,Template 15,Search for brand-compliant social media templates,0.403,0.726,0.68,1650,2025-09-18 15:05:07.853910,Testing accuracy improvements,False
EXP000194,Experiment 194 - filtered,multi_step,e5-large-v2,Template 31,Find marketing assets for Q4 campaign with high engagement metrics,0.486,0.534,0.545,1265,2025-09-18 16:05:07.853910,Testing performance improvements,True
EXP000195,Experiment 195 - multi_step,composed,e5-large-v2,Template 21,Find approved logos suitable for digital and print use,0.674,0.645,0.609,1877,2025-09-18 17:05:07.853910,Testing latency improvements,False
EXP000196,Experiment 196 - semantic,filtered,instructor-xl,Template 22,Find marketing assets for Q4 campaign with high engagement metrics,0.603,0.892,0.648,1512,2025-09-18 18:05:07.853910,Testing relevance improvements,False
EXP000197,Experiment 197 - semantic,semantic,text-embedding-ada-002,Template 25,Find approved logos suitable for digital and print use,0.688,0.402,0.831,2328,2025-09-18 19:05:07.853910,Testing accuracy improvements,False
EXP000198,Experiment 198 - keyword,composed,gte-large,Template 13,Search for campaign assets tagged with sustainability,0.364,0.586,0.84,1078,2025-09-18 20:05:07.853910,Testing relevance improvements,False
EXP000199,Experiment 199 - semantic,multi_step,gte-large,Template 5,Search for brand-compliant social media templates,0.444,0.43,0.786,2514,2025-09-18 21:05:07.853910,Testing accuracy improvements,False
EXP000200,Experiment 200 - keyword,multi_step,text-embedding-ada-002,Template 20,Find approved logos suitable for digital and print use,0.499,0.7,0.84,323,2025-09-18 22:05:07.853910,Testing latency improvements,True
EXP000201,Experiment 201 - multi_step,semantic,e5-large-v2,Template 33,Find approved logos suitable for digital and print use,0.68,0.451,0.504,650,2025-09-18 23:05:07.853910,Testing accuracy improvements,True
EXP000202,Experiment 202 - semantic,filtered,bge-large-en,Template 1,Search for campaign assets tagged with sustainability,0.405,0.737,0.945,1603,2025-09-19 00:05:07.853910,Testing relevance improvements,True
EXP000203,Experiment 203 - hybrid,multi_step,text-embedding-ada-002,Template 17,Find marketing assets for Q4 campaign with high engagement metrics,0.32,0.868,0.623,2110,2025-09-19 01:05:07.853910,Testing accuracy improvements,False
EXP000204,Experiment 204 - multi_step,keyword,gte-large,Template 14,Find marketing assets for Q4 campaign with high engagement metrics,0.39,0.671,0.9,218,2025-09-19 02:05:07.853910,Testing accuracy improvements,False
EXP000205,Experiment 205 - composed,hybrid,e5-large-v2,Template 28,Find marketing assets for Q4 campaign with high engagement metrics,0.752,0.871,0.88,2809,2025-09-19 03:05:07.853910,Testing relevance improvements,False
EXP000206,Experiment 206 - filtered,hybrid,gte-large,Template 13,Search for brand-compliant social media templates,0.849,0.89,0.816,2848,2025-09-19 04:05:07.853910,Testing latency improvements,False
EXP000207,Experiment 207 - multi_step,semantic,bge-large-en,Template 17,Search for campaign assets tagged with sustainability,0.562,0.608,0.932,2668,2025-09-19 05:05:07.853910,Testing latency improvements,False
EXP000208,Experiment 208 - multi_step,semantic,e5-large-v2,Template 11,Find marketing assets for Q4 campaign with high engagement metrics,0.596,0.743,0.866,2952,2025-09-19 06:05:07.853910,Testing latency improvements,False
EXP000209,Experiment 209 - hybrid,keyword,e5-large-v2,Template 5,Search for campaign assets tagged with sustainability,0.711,0.718,0.55,252,2025-09-19 07:05:07.853910,Testing relevance improvements,False
EXP000210,Experiment 210 - multi_step,multi_step,text-embedding-ada-002,Template 15,Find approved logos suitable for digital and print use,0.342,0.671,0.636,1249,2025-09-19 08:05:07.853910,Testing accuracy improvements,False
EXP000211,Experiment 211 - filtered,hybrid,bge-large-en,Template 20,Search for campaign assets tagged with sustainability,0.555,0.543,0.764,807,2025-09-19 09:05:07.853910,Testing relevance improvements,False
